CustomerID,Recency,Frequency,Monetary,Segment
14583,5,5,986.96,Occasional
14584,168,4,1033.06,Regular
14585,49,1,157.05,At-Risk
14586,276,1,237.36,At-Risk
14587,18,9,1580.29,High-Value
14589,371,1,39.75,At-Risk
14591,14,4,1320.21,Regular
14592,34,3,557.94,Occasional
14593,21,3,617.15,Occasional
14594,6,2,363.33,Occasional
14595,19,6,1740.6,Regular
14597,10,2,866.24,Occasional
14598,43,1,221.97,At-Risk
14600,305,1,393.33000000000004,At-Risk
14601,10,1,213.96,Occasional
14603,274,1,660.0,At-Risk
14606,0,93,12076.15,High-Value
14607,15,14,16209.5,High-Value
14608,3,4,1785.15,High-Value
14609,71,4,601.56,Regular
14616,242,3,406.08000000000004,At-Risk
14618,8,3,553.44,Occasional
14619,245,1,394.44,At-Risk
14620,205,2,412.78000000000003,At-Risk
14621,0,5,1788.3600000000001,High-Value
14622,184,1,320.58000000000004,At-Risk
14623,31,5,886.7,Regular
14624,56,2,225.85,At-Risk
14625,195,2,899.63,At-Risk
14626,23,4,2791.27,Regular
14628,90,2,671.96,At-Risk
14629,3,2,955.26,Occasional
14631,50,3,1006.98,Regular
14632,262,1,114.56,At-Risk
14633,265,1,344.90000000000003,At-Risk
14636,35,2,609.85,Occasional
14638,50,1,443.6,At-Risk
14639,51,6,2984.49,Regular
14640,23,6,2107.38,Regular
14641,21,1,110.46,Occasional
14642,58,1,96.12,At-Risk
14643,169,2,693.8100000000001,At-Risk
14644,67,2,830.76,Regular
14645,156,2,597.09,At-Risk
14646,1,73,280206.02,High-Value
14647,200,1,236.04000000000002,At-Risk
14649,4,4,1402.59,Occasional
14651,66,2,653.75,Regular
14652,76,1,114.18,At-Risk
14653,0,7,1926.65,High-Value
14655,7,4,1932.23,Regular
14656,168,2,291.05,At-Risk
14657,17,4,848.22,Regular
14658,4,2,247.15,Occasional
14659,8,9,2529.93,High-Value
14660,86,2,285.74,At-Risk
14661,26,1,107.95,Occasional
14662,28,4,741.37,Regular
14664,19,2,636.24,Occasional
14665,60,5,1835.7,Regular
14666,23,1,195.25,Occasional
14667,10,25,9175.04,High-Value
14669,241,3,1259.24,Regular
14670,279,2,392.86,At-Risk
14672,234,2,765.55,At-Risk
14673,2,5,1736.4,High-Value
14675,15,1,596.36,Occasional
14676,30,6,2548.2400000000002,Regular
14680,24,16,28754.11,High-Value
14681,70,3,498.95,Regular
14682,187,2,52.0,At-Risk
14684,25,5,1201.51,Regular
14687,106,1,628.38,At-Risk
14688,7,21,5579.1,High-Value
14689,208,1,112.8,At-Risk
14690,43,2,355.05,Occasional
14691,30,5,2114.33,Regular
14692,136,4,591.55,Regular
14693,264,1,172.9,At-Risk
14696,3,7,2078.95,High-Value
14697,217,2,188.60999999999999,At-Risk
14698,1,5,1217.27,High-Value
14699,213,1,109.13000000000001,At-Risk
14700,31,3,2195.1,Regular
14701,10,9,2526.09,High-Value
14702,0,17,3251.79,High-Value
14703,14,1,318.17,Occasional
14704,10,9,1493.96,High-Value
14705,198,1,179.0,At-Risk
14708,2,3,1126.37,Occasional
14709,14,13,4921.04,High-Value
14710,13,4,599.48,Occasional
14711,9,11,2839.62,High-Value
14712,28,3,917.07,Regular
14713,8,11,2662.2,High-Value
14714,23,1,160.19,Occasional
14715,24,4,867.38,Regular
14716,42,2,307.51,Occasional
14719,1,5,1581.84,High-Value
14720,5,3,663.81,Occasional
14722,146,1,180.42000000000002,At-Risk
14723,9,6,1122.3600000000001,Regular
14725,24,1,655.58,Occasional
14727,273,1,268.58,At-Risk
14729,373,1,313.49,At-Risk
14730,0,8,1897.57,High-Value
14731,46,3,380.02,Occasional
14732,7,8,2702.4900000000002,High-Value
14733,15,12,9585.91,High-Value
14735,3,32,6065.69,High-Value
14737,3,3,1164.55,Occasional
14738,42,7,1314.45,Regular
14739,3,7,3902.28,High-Value
14740,196,3,1448.21,Regular
14741,11,6,1400.34,Regular
14744,15,7,1099.98,Regular
14745,112,5,1220.26,Regular
14747,248,1,328.2,At-Risk
14748,28,5,1415.75,Regular
14752,43,1,389.64,At-Risk
14753,86,1,563.15,At-Risk
14754,44,2,638.05,Occasional
14755,9,11,5010.28,High-Value
14756,14,1,738.96,Occasional
14757,74,1,420.5,At-Risk
14758,144,4,1484.06,Regular
14759,4,3,1625.97,Occasional
14760,296,1,89.2,At-Risk
14761,58,2,255.9,At-Risk
14762,263,1,300.52,At-Risk
14764,46,1,278.3,At-Risk
14765,28,3,254.11,Occasional
14766,7,6,2473.37,High-Value
14768,16,2,192.60000000000002,Occasional
14769,2,8,10416.98,High-Value
14770,231,2,876.42,At-Risk
14772,111,1,139.26,At-Risk
14775,57,3,1011.9,Regular
14776,50,11,2538.3,Regular
14778,126,2,730.86,At-Risk
14779,280,3,386.15,At-Risk
14780,54,2,447.68,At-Risk
14782,319,1,200.10000000000002,At-Risk
14784,25,2,289.99,Occasional
14785,9,2,77.4,Occasional
14788,6,2,679.4399999999999,Occasional
14789,28,1,197.64,Occasional
14790,16,4,745.06,Occasional
14792,63,1,6.2,At-Risk
14793,20,1,228.99,Occasional
14794,2,7,1319.91,High-Value
14795,165,1,131.45000000000002,At-Risk
14796,0,17,7975.49,High-Value
14798,52,3,173.74,At-Risk
14799,50,1,157.7,At-Risk
14800,47,12,4331.79,High-Value
14801,60,1,189.34,At-Risk
14803,161,3,845.55,Regular
14804,8,1,353.27,Occasional
14805,14,4,546.4,Occasional
14806,74,1,193.39000000000001,At-Risk
14808,39,8,2718.6,Regular
14810,40,11,2085.33,Regular
14813,369,2,152.88,At-Risk
14815,36,2,778.5,Occasional
14816,196,1,271.85,At-Risk
14817,199,2,1110.34,Regular
14818,73,3,657.8,Regular
14819,63,2,272.07,At-Risk
14820,20,4,507.29,Occasional
14821,366,1,48.800000000000004,At-Risk
14823,179,3,321.43,At-Risk
14824,9,4,1127.71,Occasional
14825,3,12,2221.01,High-Value
14828,196,3,2139.76,Regular
14829,28,4,697.55,Regular
14830,52,1,188.88,At-Risk
14834,17,6,1720.3,Regular
14836,9,3,102.44999999999999,Occasional
14837,89,4,1649.5,Regular
14840,267,1,62.85,At-Risk
14841,52,6,3295.76,Regular
14842,43,4,2824.69,Regular
14844,63,4,3189.81,Regular
14847,148,1,309.4,At-Risk
14849,21,25,7930.54,High-Value
14850,311,1,325.75,At-Risk
14851,22,2,511.35,Occasional
14852,57,6,2836.69,Regular
14853,23,2,475.8,Occasional
14854,77,7,2740.03,Regular
14855,118,2,645.65,At-Risk
14856,35,3,1290.53,Regular
14857,59,2,1173.12,Regular
14859,12,4,1353.74,Regular
14860,18,1,170.32,Occasional
14861,51,1,125.79,At-Risk
14862,25,2,841.1999999999999,Occasional
14863,28,1,266.76,Occasional
14865,6,2,52.2,Occasional
14866,10,12,14389.9,High-Value
14867,185,3,710.28,Regular
14868,2,8,2953.59,High-Value
14869,8,2,721.45,Occasional
14870,261,1,327.25,At-Risk
14871,2,4,501.28000000000003,Occasional
14873,209,1,519.68,At-Risk
14875,107,2,1465.3200000000002,Regular
14878,12,9,1476.09,High-Value
14880,76,3,690.59,Regular
14881,19,1,255.4,Occasional
14882,26,2,589.7,Occasional
14883,18,6,761.59,Regular
14885,131,1,765.3199999999999,At-Risk
14886,252,1,364.8,At-Risk
14887,78,1,1862.0,Regular
14888,206,1,369.2,At-Risk
14889,335,1,135.9,At-Risk
14890,253,1,125.65,At-Risk
14891,147,2,554.38,At-Risk
14893,9,2,1237.8500000000001,Occasional
14894,84,1,655.75,At-Risk
14895,7,20,11138.710000000001,High-Value
14896,204,2,468.77000000000004,At-Risk
14897,7,4,1366.38,Occasional
14898,22,6,1269.31,Regular
14901,10,9,1421.29,High-Value
14902,25,1,332.66,Occasional
14903,20,5,2795.33,Regular
14904,1,2,1025.44,Occasional
14905,157,2,616.15,At-Risk
14907,2,7,3501.1,High-Value
14908,73,1,277.8,At-Risk
14910,2,4,434.35,Occasional
14911,0,201,143711.17,High-Value
14912,16,2,867.85,Occasional
14913,35,4,1227.43,Regular
14915,90,2,307.48,At-Risk
14916,70,4,1268.98,Regular
14918,115,2,1610.15,Regular
14920,212,2,977.77,At-Risk
14921,29,2,1316.07,Regular
14923,50,1,749.1,At-Risk
14924,245,1,310.05,At-Risk
14929,31,1,223.88,Occasional
14930,108,3,2362.96,Regular
14931,4,5,1257.68,High-Value
14932,365,1,363.53,At-Risk
14934,81,2,1890.94,Regular
14935,296,1,1784.71,At-Risk
14936,33,8,8137.02,High-Value
14937,56,3,1621.88,Regular
14944,29,12,5900.25,High-Value
14946,13,1,100.9,Occasional
14947,71,2,290.82,At-Risk
14948,22,6,1101.97,Regular
14950,18,1,371.2,Occasional
14951,78,1,311.69,At-Risk
14952,59,11,8099.49,High-Value
14953,24,1,285.67,Occasional
14954,11,1,294.85,Occasional
14957,252,1,58.49,At-Risk
14958,146,3,483.72999999999996,At-Risk
14959,63,4,695.42,Regular
14960,7,2,221.27,Occasional
14961,10,9,7044.68,High-Value
14962,270,1,126.7,At-Risk
14963,9,5,1472.34,Regular
14964,246,1,206.21,At-Risk
14965,95,2,596.09,At-Risk
14966,14,1,183.02,Occasional
14967,49,1,463.8,At-Risk
14968,29,1,147.59,Occasional
14970,67,4,1592.06,Regular
14971,34,3,1097.98,Regular
14972,127,1,114.77,At-Risk
14973,106,3,1314.45,Regular
14974,36,1,89.94,At-Risk
14975,56,1,279.94,At-Risk
14976,56,7,790.86,Regular
14978,71,5,1921.3700000000001,Regular
14981,245,1,102.12,At-Risk
14984,18,2,202.37,Occasional
14985,197,2,292.01,At-Risk
14987,15,2,326.4,Occasional
14988,211,1,334.54,At-Risk
14995,38,2,231.98000000000002,Occasional
14997,45,3,546.1999999999999,Regular
14998,169,2,414.87,At-Risk
15000,47,1,490.52,At-Risk
15002,115,4,1641.76,Regular
15004,146,1,1220.77,At-Risk
15005,15,28,6295.37,High-Value
15006,50,1,480.38,At-Risk
15007,158,1,156.91,At-Risk
15009,11,3,1259.43,Occasional
15010,35,1,308.94,Occasional
15012,53,2,405.04,At-Risk
15014,42,2,257.67,Occasional
15016,172,1,170.04,At-Risk
15017,33,1,125.58,At-Risk
15018,38,3,496.21000000000004,Occasional
15019,266,1,252.81,At-Risk
15021,8,9,1871.77,High-Value
15022,11,4,852.39,Occasional
15023,2,11,6720.41,High-Value
15024,9,10,1636.43,High-Value
15025,32,1,361.96,Occasional
15026,79,3,469.0,Regular
15027,30,4,1066.1499999999999,Regular
15028,7,4,627.13,Occasional
15030,71,2,518.28,At-Risk
15031,3,4,653.19,Occasional
15032,255,3,4959.1,Regular
15033,4,10,2557.18,High-Value
15034,15,8,4274.16,High-Value
15035,89,1,252.73000000000002,At-Risk
15036,71,3,429.56,Regular
15038,58,6,685.74,Regular
15039,9,47,19766.59,High-Value
15041,169,1,179.93,At-Risk
15042,198,1,135.93,At-Risk
15043,30,1,537.0,Occasional
15044,18,17,7634.7300000000005,High-Value
15045,151,2,735.66,At-Risk
15046,8,15,5090.42,High-Value
15047,269,1,343.62,At-Risk
15048,64,4,381.0,Regular
15049,273,1,121.17000000000002,At-Risk
15050,24,3,1737.69,Regular
15051,22,3,1383.3600000000001,Regular
15052,318,1,207.73000000000002,At-Risk
15053,4,3,693.95,Occasional
15054,11,2,302.1,Occasional
15057,274,2,1489.5,Regular
15058,24,11,2102.54,High-Value
15059,40,9,1337.72,Regular
15060,7,4,294.25,Occasional
15061,3,48,54534.14,High-Value
15062,70,4,987.86,Regular
15063,212,1,370.79999999999995,At-Risk
15065,37,4,3158.13,Regular
15066,52,1,893.59,At-Risk
15067,77,3,1744.76,Regular
15068,45,2,553.36,Occasional
15069,178,1,1109.53,At-Risk
15070,372,1,106.2,At-Risk
15071,93,2,982.07,Regular
15073,9,3,1043.41,Occasional
15074,104,1,735.67,At-Risk
15075,77,1,773.03,At-Risk
15076,172,1,880.85,At-Risk
15078,6,32,9743.11,High-Value
15079,212,4,895.61,Regular
15081,21,5,504.8,Regular
15083,256,1,88.2,At-Risk
15087,281,1,306.94,At-Risk
15088,20,2,1160.07,Occasional
15089,9,6,2420.84,High-Value
15090,307,1,381.32,At-Risk
15091,67,1,480.71,At-Risk
15092,214,2,457.81,At-Risk
15093,17,6,4597.02,High-Value
15095,103,4,1370.6,Regular
15096,42,1,219.39000000000001,At-Risk
15097,3,1,248.08,Occasional
15098,181,3,39916.5,Regular
15099,83,1,410.48,At-Risk
15100,333,3,876.0,At-Risk
15101,8,2,317.53,Occasional
15103,30,2,703.36,Occasional
15104,196,2,993.54,At-Risk
15105,17,7,2298.93,High-Value
15106,17,5,1422.52,Regular
15107,310,6,319.5,At-Risk
15108,141,4,1300.25,Regular
15109,245,1,484.95,At-Risk
15110,23,4,996.1,Regular
15111,28,3,1567.48,Regular
15113,9,3,3509.43,Regular
15114,29,10,2760.56,High-Value
15115,17,1,340.11,Occasional
15116,17,4,1352.75,Regular
15117,14,5,1551.78,Regular
15118,133,1,244.8,At-Risk
15119,245,1,266.4,At-Risk
15120,133,1,358.82,At-Risk
15121,49,2,457.72,Occasional
15122,113,3,1633.78,Regular
15123,6,2,2199.31,Occasional
15124,22,2,184.19,Occasional
15125,24,15,11528.48,High-Value
15127,65,1,406.53,At-Risk
15128,59,4,1471.0,Regular
15129,49,11,3447.4,High-Value
15130,169,1,330.11,At-Risk
15132,17,5,977.9300000000001,Regular
15133,127,3,982.42,Regular
15134,14,8,1387.99,High-Value
15135,238,1,139.05,At-Risk
15136,2,4,1286.7,Occasional
15139,239,2,178.96,At-Risk
15140,51,7,2354.25,Regular
15142,45,1,498.74,At-Risk
15143,225,1,259.45,At-Risk
15144,7,17,6580.44,High-Value
15145,3,4,1194.73,Occasional
15146,164,2,1327.16,Regular
15147,239,1,623.5,At-Risk
15148,10,1,301.29,Occasional
15149,133,1,520.8000000000001,At-Risk
15150,16,10,5291.33,High-Value
15152,9,13,4745.69,High-Value
15153,30,1,329.25,Occasional
15154,74,1,254.28,At-Risk
15156,0,3,961.49,Occasional
15157,3,3,1936.07,Occasional
15158,44,1,401.40000000000003,At-Risk
15159,1,30,18641.010000000002,High-Value
15160,356,1,158.16,At-Risk
15163,17,2,304.47,Occasional
15164,68,3,824.58,Regular
15165,372,1,487.75,At-Risk
15167,320,1,158.8,At-Risk
15168,25,1,106.56,Occasional
15171,330,1,1289.5,At-Risk
15172,8,5,1624.05,Regular
15174,322,1,135.75,At-Risk
15175,71,1,224.14,At-Risk
15178,259,1,40.5,At-Risk
15179,17,5,2206.95,Regular
15180,366,1,87.5,At-Risk
15181,65,3,689.4799999999999,Regular
15182,153,2,622.85,At-Risk
15184,28,2,402.2,Occasional
15185,69,1,310.62,At-Risk
15186,13,2,411.41,Occasional
15187,1,16,4777.18,High-Value
15189,0,41,16225.39,High-Value
15192,119,3,1044.32,Regular
15193,60,1,499.32,At-Risk
15194,2,15,7616.53,High-Value
15195,2,1,3861.0,Occasional
15197,10,3,1079.6100000000001,Occasional
15198,91,2,193.64,At-Risk
15199,58,4,1268.7,Regular
15201,86,5,1236.54,Regular
15203,25,6,1827.8,Regular
15204,356,1,316.58,At-Risk
15205,84,2,653.24,At-Risk
15206,9,4,420.29999999999995,Occasional
15208,0,5,870.12,High-Value
15210,224,1,331.18,At-Risk
15211,59,2,894.4100000000001,Regular
15212,240,1,101.8,At-Risk
15213,318,2,328.35,At-Risk
15214,1,8,1661.44,High-Value
15215,46,3,734.94,Regular
15216,87,1,96.6,At-Risk
15218,10,11,5756.89,High-Value
15219,175,1,305.75,At-Risk
15220,51,6,1778.96,Regular
15221,365,1,403.25,At-Risk
15222,318,1,585.0,At-Risk
15223,225,2,755.75,At-Risk
15224,357,2,322.08,At-Risk
15225,233,1,409.40000000000003,At-Risk
15226,310,1,154.41,At-Risk
15227,36,5,1219.4,Regular
15228,65,4,3386.71,Regular
15230,238,2,429.6,At-Risk
15232,112,2,612.06,At-Risk
15234,276,1,197.0,At-Risk
15235,217,12,2247.51,Regular
15236,298,1,321.05,At-Risk
15237,1,4,1412.32,High-Value
15238,28,3,1071.99,Regular
15239,9,2,780.59,Occasional
15240,44,5,1706.57,Regular
15241,66,8,1756.44,Regular
15243,73,1,316.68,At-Risk
15244,64,2,631.57,Regular
15245,133,3,2515.84,Regular
15246,237,2,514.15,At-Risk
15247,121,1,356.0,At-Risk
15249,31,13,6688.46,High-Value
15251,8,11,10484.99,High-Value
15252,35,2,740.78,Occasional
15253,15,5,918.1999999999999,Regular
15254,126,1,300.36,At-Risk
15255,66,1,890.85,At-Risk
15256,148,1,98.45,At-Risk
15257,282,1,317.15,At-Risk
15258,168,2,623.16,At-Risk
15260,99,7,1810.77,Regular
15261,134,1,254.82,At-Risk
15262,323,1,178.95000000000002,At-Risk
15263,106,1,156.51,At-Risk
15264,63,1,393.74,At-Risk
15265,150,2,1506.1200000000001,Regular
15266,337,1,119.3,At-Risk
15267,21,5,1717.36,Regular
15269,23,1,408.8,Occasional
15270,15,7,2379.49,High-Value
15271,6,15,2493.34,High-Value
15272,56,2,721.94,Regular
15274,3,2,716.57,Occasional
15275,37,1,615.14,Occasional
15276,65,1,128.63,At-Risk
15277,46,1,255.89999999999998,At-Risk
15279,354,1,290.51,At-Risk
15280,171,1,113.12,At-Risk
15281,58,9,2332.15,Regular
15286,49,1,240.55,At-Risk
15287,21,2,486.69,Occasional
15288,42,5,2306.52,Regular
15289,28,3,939.78,Regular
15290,4,18,7943.22,High-Value
15291,25,15,4668.3,High-Value
15292,200,1,178.39,At-Risk
15296,50,6,3672.86,Regular
15297,9,3,641.94,Occasional
15298,1,12,4799.9,High-Value
15299,66,7,4507.01,Regular
15300,63,1,496.44,At-Risk
15301,50,12,5049.95,High-Value
15303,289,1,574.02,At-Risk
15304,60,8,694.4000000000001,Regular
15306,63,3,1174.35,Regular
15307,95,1,205.3,At-Risk
15308,273,1,310.47,At-Risk
15311,0,91,60632.75,High-Value
15312,74,4,924.85,Regular
15313,109,1,52.0,At-Risk
15314,198,1,327.97,At-Risk
15315,63,2,570.5,At-Risk
15316,326,1,165.0,At-Risk
15318,3,1,312.62,Occasional
15319,283,1,204.5,At-Risk
15320,43,1,267.13,At-Risk
15321,70,3,2748.31,Regular
15322,85,1,679.68,At-Risk
15325,103,1,161.74,At-Risk
15326,333,1,311.71,At-Risk
15327,52,1,208.75,At-Risk
15329,38,3,1049.7,Regular
15330,31,2,714.96,Occasional
15332,365,4,1661.06,Regular
15333,207,1,1028.56,At-Risk
15334,156,3,350.82,At-Risk
15335,53,1,170.22,At-Risk
15339,65,2,574.07,At-Risk
15341,80,1,2020.52,Regular
15342,129,1,406.09,At-Risk
15343,86,1,364.5,At-Risk
15344,0,3,563.94,Occasional
15345,45,1,393.54,At-Risk
15346,332,1,252.42000000000002,At-Risk
15347,365,1,201.60000000000002,At-Risk
15348,71,1,158.04,At-Risk
15349,157,2,463.90999999999997,At-Risk
15350,372,1,115.65,At-Risk
15351,11,7,1934.66,High-Value
15353,254,2,770.12,At-Risk
15355,28,2,277.05,Occasional
15356,30,10,2718.03,High-Value
15358,4,22,8347.2,High-Value
15360,39,1,427.93,Occasional
15361,361,1,418.92,At-Risk
15363,372,1,326.0,At-Risk
15364,95,2,913.19,Regular
15365,25,7,2314.32,Regular
15366,74,2,602.51,At-Risk
15367,56,4,1877.59,Regular
15368,20,1,446.94000000000005,Occasional
15370,40,7,2386.05,Regular
15372,136,1,2007.3999999999999,Regular
15373,7,12,2415.91,High-Value
15374,128,1,168.0,At-Risk
15376,39,3,1221.56,Regular
15379,168,7,3703.29,Regular
15380,8,5,1690.2600000000002,Regular
15381,213,2,596.85,At-Risk
15382,14,6,5955.71,High-Value
15384,169,2,642.41,At-Risk
15385,39,1,316.88,At-Risk
15386,185,1,394.14,At-Risk
15388,269,1,140.54,At-Risk
15389,171,1,500.0,At-Risk
15392,4,4,1535.53,Occasional
15393,15,2,231.86,Occasional
15394,9,4,2183.54,Regular
15395,325,1,107.45,At-Risk
15396,112,1,288.18,At-Risk
15397,289,1,94.0,At-Risk
15398,15,2,1345.53,Occasional
15399,0,3,815.77,Occasional
15400,91,5,716.2,Regular
15402,148,2,626.77,At-Risk
15405,188,1,349.1,At-Risk
15406,30,2,510.71000000000004,Occasional
15407,33,4,1046.74,Regular
15408,263,1,267.18,At-Risk
15410,83,8,3450.84,Regular
15411,25,4,1348.93,Regular
15412,170,1,190.53,At-Risk
15414,9,3,774.9000000000001,Occasional
15415,312,1,559.61,At-Risk
15416,64,4,3984.32,Regular
15417,84,1,508.8,At-Risk
15419,24,1,135.86,Occasional
15421,58,4,950.36,Regular
15422,322,2,97.7,At-Risk
15423,37,1,43.5,At-Risk
15424,253,2,383.34,At-Risk
15426,18,5,1404.07,Regular
15427,32,3,1430.54,Regular
15428,14,1,93.78,Occasional
15429,26,2,397.35,Occasional
15432,22,1,171.19,Occasional
15433,213,2,533.3,At-Risk
15434,7,5,1041.48,Occasional
15435,21,1,149.29,Occasional
15436,11,3,1067.75,Occasional
15437,261,1,200.16,At-Risk
15438,130,1,156.57999999999998,At-Risk
15440,54,3,383.68,Regular
15442,248,1,594.0,At-Risk
15443,1,7,3213.59,High-Value
15444,8,2,1411.21,Occasional
15445,263,1,113.5,At-Risk
15447,330,1,155.17,At-Risk
15448,312,1,494.64,At-Risk
15449,25,3,974.52,Regular
15450,29,1,429.84,Occasional
15452,29,3,528.48,Occasional
15453,1,7,1371.77,High-Value
15454,361,1,179.1,At-Risk
15456,282,3,434.59000000000003,At-Risk
15457,261,1,237.07,At-Risk
15458,24,1,161.64,Occasional
15460,353,1,214.26,At-Risk
15462,93,3,234.6,At-Risk
15463,28,1,126.14,Occasional
15464,337,1,1044.65,At-Risk
15465,19,18,7354.62,High-Value
15466,84,1,334.53,At-Risk
15467,8,3,524.88,Occasional
15468,50,2,467.51,Occasional
15469,49,2,538.55,Occasional
15471,1,1,454.48,Occasional
15472,112,1,371.56,At-Risk
15473,13,7,1771.2,High-Value
15475,76,1,454.10999999999996,At-Risk
15478,39,2,1399.92,Regular
15480,115,1,905.5,At-Risk
15482,15,12,10879.76,High-Value
15483,160,4,225.26,At-Risk
15484,0,4,3590.41,High-Value
15485,29,3,2564.5,Regular
15488,92,1,91.32000000000001,At-Risk
15489,22,3,1134.28,Regular
15491,94,6,3100.09,Regular
15492,27,2,659.4599999999999,Occasional
15493,32,5,1953.41,Regular
15494,20,2,1280.58,Occasional
15497,17,2,1262.2,Occasional
15498,2,27,13316.4,High-Value
15500,7,4,1131.56,Occasional
15502,15,12,10384.93,High-Value
15503,362,1,141.04,At-Risk
15504,80,1,52.83,At-Risk
15505,52,5,3610.96,Regular
15506,22,3,972.08,Regular
15507,171,1,475.86,At-Risk
15508,188,6,1000.27,Regular
15510,330,1,250.0,At-Risk
15511,11,5,900.53,Regular
15512,155,2,121.0,At-Risk
15513,32,19,14758.220000000001,High-Value
15514,11,11,4023.7200000000003,High-Value
15516,44,3,62.43,At-Risk
15517,232,1,267.03,At-Risk
15518,63,8,1921.55,Regular
15520,1,1,343.5,Occasional
15521,39,8,3000.2,Regular
15522,32,2,397.99,Occasional
15523,83,1,412.01000000000005,At-Risk
15524,24,1,440.0,Occasional
15525,1,3,734.37,Occasional
15526,32,2,148.44,Occasional
15527,18,8,2428.53,High-Value
15528,253,1,229.33,At-Risk
15529,22,11,3962.6,High-Value
15530,21,4,1497.31,Regular
15531,7,2,1972.39,Occasional
15532,24,4,1564.73,Regular
15533,18,3,807.57,Occasional
15535,172,4,502.9,Regular
15537,162,1,110.92,At-Risk
15539,6,1,538.46,Occasional
15540,10,1,213.3,Occasional
15541,113,1,85.13000000000001,At-Risk
15543,287,1,127.86,At-Risk
15544,8,9,3546.71,High-Value
15545,53,2,288.96999999999997,At-Risk
15547,6,14,4910.6,High-Value
15549,76,3,1681.46,Regular
15550,3,4,575.63,Occasional
15551,36,1,436.06,Occasional
15552,216,1,90.12,At-Risk
15553,59,1,428.93,At-Risk
15554,277,1,217.2,At-Risk
15555,11,16,4794.86,High-Value
15556,23,1,279.77,Occasional
15557,28,1,468.91,Occasional
15561,11,4,800.59,Occasional
15562,351,1,134.55,At-Risk
15563,21,4,1400.44,Regular
15565,49,2,173.16,At-Risk
15567,18,1,186.01,Occasional
15568,2,3,758.29,Occasional
15569,103,5,1375.71,Regular
15570,6,12,4148.82,High-Value
15571,11,4,650.4300000000001,Occasional
15572,4,7,2533.42,High-Value
15573,31,2,591.1899999999999,Occasional
15574,177,4,675.64,Regular
15576,37,1,921.37,Occasional
15577,150,3,258.88,At-Risk
15578,161,1,127.1,At-Risk
15579,68,2,327.6,At-Risk
15581,120,13,3675.77,Regular
15582,24,3,682.9100000000001,Occasional
15584,23,4,720.86,Regular
15585,176,1,455.3,At-Risk
15587,49,4,913.6800000000001,Regular
15589,255,3,478.53000000000003,At-Risk
15592,46,1,388.58,At-Risk
15593,70,1,199.8,At-Risk
15594,15,5,1771.78,Regular
15596,100,5,1406.59,Regular
15597,34,1,324.57,Occasional
15598,52,1,240.68,At-Risk
15599,26,2,761.74,Occasional
15601,10,14,6776.56,High-Value
15602,7,9,1297.8700000000001,High-Value
15603,78,1,48.480000000000004,At-Risk
15604,51,1,216.39,At-Risk
15605,35,5,1198.23,Regular
15606,60,9,2920.16,Regular
15607,336,1,104.76,At-Risk
15608,27,4,1093.68,Regular
15609,183,1,298.48,At-Risk
15610,51,1,112.46000000000001,At-Risk
15611,9,13,1591.45,High-Value
15612,35,2,195.15,Occasional
15615,9,23,10399.74,High-Value
15618,32,4,776.851,Regular
15619,10,1,336.40000000000003,Occasional
15620,56,3,1553.18,Regular
15621,3,4,1293.03,Occasional
15622,42,9,3709.56,Regular
15623,140,1,301.03,At-Risk
15624,116,4,588.13,Regular
15625,103,4,1534.26,Regular
15626,74,2,675.8,Regular
15628,4,9,2870.2400000000002,High-Value
15630,44,2,1186.35,Regular
15632,15,8,3285.31,High-Value
15634,16,1,243.55,Occasional
15636,89,2,724.76,At-Risk
15637,52,1,223.36,At-Risk
15639,133,1,425.32,At-Risk
15640,3,15,12416.11,High-Value
15641,104,4,1887.2,Regular
15643,191,3,664.0,At-Risk
15644,165,4,803.54,Regular
15645,18,1,612.01,Occasional
15646,157,3,447.64000000000004,At-Risk
15648,203,2,639.5,At-Risk
15649,335,2,816.0,At-Risk
15651,36,3,646.3,Regular
15652,90,1,337.74,At-Risk
15653,92,2,877.4399999999999,Regular
15654,8,2,922.53,Occasional
15655,242,1,560.67,At-Risk
15656,44,4,748.5,Regular
15657,22,1,30.0,At-Risk
15658,189,5,1024.1000000000001,Regular
15659,43,1,306.45,At-Risk
15660,24,9,1600.86,Regular
15661,316,2,309.8,At-Risk
15663,105,1,138.14,At-Risk
15664,50,1,386.43,At-Risk
15665,167,2,2222.21,Regular
15667,39,1,301.32,At-Risk
15668,217,1,76.32000000000001,At-Risk
15669,39,4,684.34,Regular
15670,296,1,173.05,At-Risk
15671,18,7,2657.13,High-Value
15673,87,4,2726.23,Regular
15674,72,5,2446.6,Regular
15675,80,3,323.69,At-Risk
15676,18,3,3435.76,Regular
15677,48,1,657.23,At-Risk
15678,52,1,352.7,At-Risk
15679,23,4,781.28,Regular
15680,8,3,1333.68,Occasional
15681,24,5,1426.16,Regular
15683,116,1,193.75,At-Risk
15687,8,9,2993.1,High-Value
15689,119,2,254.1,At-Risk
15690,3,2,239.76,Occasional
15691,251,1,136.8,At-Risk
15692,27,1,191.04,Occasional
15694,0,14,6479.4,High-Value
15695,266,2,409.98,At-Risk
15696,32,8,2711.11,Regular
15699,17,1,309.65,Occasional
15700,171,2,696.68,At-Risk
15701,1,4,1529.0,High-Value
15703,264,1,211.5,At-Risk
15704,139,4,2293.62,Regular
15705,200,1,143.1,At-Risk
15706,63,4,1060.56,Regular
